Data Set 10:Time(s),Data Set 10:615 nm,Data Set 10:525 nm,Data Set 10:465 nm
36.35,0.000000,0.863446,0.000000
36.40,0.000000,0.863446,0.000000
36.45,0.000000,0.863446,0.000000
36.50,0.000000,0.863446,0.000000
36.55,0.000000,0.863446,0.000000
36.60,0.000000,0.863446,0.000000
36.65,0.000000,0.863446,0.000000
36.70,0.000000,0.863446,0.000000
36.75,0.000000,0.863446,0.000000
36.80,0.000000,0.863446,0.000000
36.85,0.000000,0.863446,0.000000
36.90,0.000000,0.863446,0.000000
36.95,0.000000,0.863446,0.000000
37.00,0.000000,0.863446,0.000000
37.05,0.000000,0.863446,0.000000
37.10,0.000000,0.863446,0.000000
37.15,0.000000,0.863446,0.000000
37.20,0.000000,0.863446,0.000000
37.25,0.000000,0.863446,0.000000
37.30,0.000000,0.863446,0.000000
37.35,0.000000,0.863446,0.000000
37.40,0.000000,0.863446,0.000000
37.45,0.000000,0.863446,0.000000
37.50,0.000000,0.863446,0.000000
37.55,0.000000,0.863446,0.000000
37.60,0.000000,0.863446,0.000000
37.65,0.000000,0.863446,0.000000
